geneID	R_27738	R_27722_PCR	R_29691_PCR	R_28359	R_28373_PCR	R_30129_PCR	SBBSR37	SBBSR40	SBBSR41	SBBSR43	SBBSR45	SBBSR47	SBBSR48	SBBSR49	SBBSR50	SBBSR51	SBBSR54	SBBSR55	SBBSR56	SBBSR39
ENSG00000235268	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235269	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235271	0	10	3	0	7	5	7	8	1	2	0	2	1	2	3	2	2	2	3	3
ENSG00000235272	0	0	2	0	0	1	1	3	0	1	1	1	2	1	1	2	1	0	1	1
ENSG00000235274	0	1	0	23	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235275	12	19	1	36	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235277	10	0	1	0	2	0	1	0	0	0	0	3	0	0	0	0	0	2	0	2
ENSG00000235278	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235280	0	3	6	0	6	2	5	9	6	2	4	6	14	1	4	4	3	17	9	12
ENSG00000235281	0	4	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235282	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000235284	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	1
ENSG00000235285	0	2	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
ENSG00000235286	1	1	3	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235288	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0
ENSG00000235289	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235290	0	0	0	0	0	0	7	3	0	6	6	12	3	20	3	0	22	14	6	2
ENSG00000235292	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235294	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235295	0	4	1	0	5	0	62	2	21	17	7	8	4	4	5	3	25	12	0	6
ENSG00000235296	0	1	0	0	0	0	0	0	1	4	0	0	0	0	0	1	1	0	0	0
ENSG00000235297	0	9	7	0	15	6	7	7	10	4	10	8	8	9	8	7	7	7	6	3
ENSG00000235298	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0
ENSG00000235299	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235300	0	0	0	4	0	1	0	2	0	0	0	0	0	0	0	1	0	0	2	0
ENSG00000235301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235303	0	2	2	0	4	0	1	0	0	0	0	1	0	0	0	1	1	2	0	0
ENSG00000235304	6	0	0	0	5	2	3	4	6	1	3	2	2	19	1	6	27	13	2	1
ENSG00000235306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
ENSG00000235312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235313	11	1	8	11	3	11	19	36	14	16	11	22	17	37	11	21	9	14	10	9
ENSG00000235314	88	59	109	48	75	38	32	68	104	73	46	61	45	32	84	28	55	54	65	72
ENSG00000235315	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ENSG00000235316	22	43	72	5	66	126	42	47	6	29	22	37	19	77	17	48	7	34	24	13
ENSG00000235318	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235319	18	2	7	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000235321	0	0	0	0	0	1	1	3	0	1	0	1	0	0	2	1	0	1	0	0
ENSG00000235323	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235325	0	16	0	0	6	0	0	1	0	1	1	0	0	0	0	1	0	0	0	1
ENSG00000235328	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235329	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000235330	0	0	0	0	1	2	3	3	3	6	3	4	3	1	6	0	0	4	1	9
ENSG00000235332	6	1	2	15	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000235333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235335	0	1	2	18	0	0	1	0	1	0	1	0	0	0	1	1	1	1	0	1
ENSG00000235337	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
ENSG00000235338	7	7	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235339	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235343	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235347	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235349	8	4	2	18	8	0	1	0	0	0	7	0	1	0	0	0	0	0	4	4
ENSG00000235350	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235351	0	5	1	0	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235352	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235354	0	0	0	0	0	0	5	3	4	5	3	3	1	9	2	7	5	5	1	7
ENSG00000235356	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235357	0	4	1	1	7	0	4	2	4	0	7	2	16	0	16	3	0	9	8	20
ENSG00000235358	0	4	3	0	4	2	0	0	0	0	3	3	0	1	3	4	0	3	2	3
ENSG00000235361	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235363	0	31	13	0	22	42	0	2	2	5	3	0	0	1	0	0	2	0	4	0
ENSG00000235366	0	1	1	0	2	0	60	8	57	45	14	6	1	41	0	10	40	10	7	3
ENSG00000235368	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235369	0	0	0	0	0	0	2	0	0	1	0	0	0	1	3	5	0	0	0	0
ENSG00000235370	0	0	1	0	0	2	6	2	2	4	1	0	0	2	0	3	0	0	0	1
ENSG00000235371	3	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	2	1	0	0
ENSG00000235374	0	46	61	12	40	112	22	34	45	34	66	41	30	27	33	44	30	32	13	26
ENSG00000235376	0	0	0	2	0	0	1	4	0	1	1	2	1	7	0	6	0	1	2	1
ENSG00000235377	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235378	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235381	8	10	20	11	12	12	41	66	49	54	30	26	31	27	50	31	26	44	43	47
ENSG00000235382	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235385	0	21	2	0	16	19	14	201	5	5	15	177	2	33	9	36	64	63	5	0
ENSG00000235386	0	2	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235387	0	23	9	0	11	8	14	16	28	48	27	9	3	5	22	8	4	12	25	19
ENSG00000235389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235390	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000235397	0	2	1	0	1	1	2	2	1	0	0	0	0	0	0	0	0	0	1	0
ENSG00000235399	0	1	2	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	1
ENSG00000235400	0	0	0	0	0	0	0	1	1	1	2	3	1	2	0	0	0	0	1	2
ENSG00000235403	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235408	0	1	0	1	0	2	8	12	1	12	1	8	10	17	8	12	0	11	2	10
ENSG00000235410	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1
ENSG00000235411	0	0	0	0	0	0	2	4	2	7	11	4	1	6	1	2	3	11	4	3
ENSG00000235412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235413	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235414	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235415	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235416	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1
ENSG00000235419	1	4	0	0	2	1	0	2	4	4	3	0	0	5	0	0	2	1	0	1
ENSG00000235420	0	0	1	16	5	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000235421	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235422	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235423	6	7	6	0	3	6	34	44	7	46	21	16	22	12	12	21	5	18	10	32
ENSG00000235424	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000235425	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0
ENSG00000235426	0	0	2	0	0	0	2	3	0	0	1	2	0	0	0	4	0	1	0	0
ENSG00000235427	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235431	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235432	1	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235433	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235434	0	0	4	0	1	0	1	0	0	1	5	0	0	0	0	0	0	0	2	1
ENSG00000235435	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235436	0	1	1	2	2	0	2	3	0	7	0	0	2	0	1	0	0	1	3	1
ENSG00000235437	0	16	5	0	11	36	538	776	362	644	506	594	386	494	447	568	280	625	451	766
ENSG00000235438	0	1	0	1	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000235440	8	4	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
ENSG00000235445	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235447	0	0	0	0	0	0	0	0	0	0	2	1	2	1	1	0	0	0	0	0
ENSG00000235448	0	1	0	0	0	0	0	1	0	1	0	1	0	1	4	0	0	3	0	0
ENSG00000235449	0	0	0	0	0	0	2	2	2	3	3	4	3	3	2	1	3	3	2	3
ENSG00000235450	0	0	0	0	1	0	0	1	0	2	0	0	0	1	0	0	0	1	0	1
ENSG00000235451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235453	0	13	7	16	4	3	93	91	211	92	124	121	101	91	111	84	227	121	109	118
ENSG00000235454	1	0	1	2	0	1	0	0	0	2	1	0	1	2	0	0	0	0	0	1
ENSG00000235455	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235459	0	13	2	0	7	1	1	1	4	0	4	3	1	0	3	1	2	1	1	0
ENSG00000235461	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235462	0	0	0	0	1	0	2	1	0	1	0	0	0	0	0	0	0	1	0	1
ENSG00000235463	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235467	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235470	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235472	11	0	0	0	2	1	0	2	0	1	1	1	1	1	0	1	1	1	2	1
ENSG00000235475	13	31	33	19	43	30	19	33	38	18	21	21	21	20	8	20	31	26	13	25
ENSG00000235478	1	5	0	26	4	1	2	7	3	3	9	7	2	6	0	0	4	4	0	0
ENSG00000235479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235480	5	17	4	0	7	5	1	4	7	2	2	2	0	3	0	3	3	0	0	0
ENSG00000235481	0	4	0	11	0	1	0	5	1	1	0	1	4	2	0	1	1	0	2	2
ENSG00000235482	37	9	15	13	3	1	0	1	1	1	1	1	1	1	3	0	1	1	0	3
ENSG00000235483	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235485	0	6	0	0	3	1	0	0	0	0	0	0	1	0	2	0	1	0	0	0
ENSG00000235486	0	2	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235488	4	8	2	24	10	12	1	1	0	0	5	3	0	1	3	4	4	3	0	0
ENSG00000235489	0	0	0	2	0	0	1	1	0	1	1	0	1	2	0	0	0	0	0	0
ENSG00000235491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235493	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
ENSG00000235494	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235495	0	6	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235497	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235499	14	6	8	0	10	9	7	9	2	4	1	5	4	10	2	13	0	6	1	2
ENSG00000235500	0	0	0	3	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0
ENSG00000235501	8	50	62	0	52	18	95	85	66	202	182	121	44	48	72	73	33	82	60	102
ENSG00000235503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235505	88	364	278	5	336	193	322	569	617	351	402	329	244	432	287	559	607	558	425	351
ENSG00000235508	0	13	3	0	11	4	1	1	6	3	2	1	1	2	0	2	1	1	6	3
ENSG00000235510	0	9	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235513	0	13	2	0	6	9	36	26	13	28	55	33	25	27	25	19	24	36	24	42
ENSG00000235514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235519	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235522	0	1	2	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0
ENSG00000235523	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	1	3	2	0
ENSG00000235524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235526	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235527	71	14	29	36	26	6	5	22	18	6	10	5	8	7	5	6	24	21	10	18
ENSG00000235529	6	5	2	0	1	0	1	1	1	0	3	0	1	2	1	2	0	1	0	0
ENSG00000235530	0	2	10	23	5	5	7	17	2	9	5	9	9	13	10	15	2	11	3	18
ENSG00000235531	0	54	45	10	33	33	164	369	115	311	108	361	71	307	63	157	48	146	76	77
ENSG00000235532	7	1	4	0	1	1	9	11	14	4	8	3	0	26	1	17	32	5	3	0
ENSG00000235533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235535	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	9
ENSG00000235537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235538	9	6	0	0	2	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0
ENSG00000235539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000235545	0	2	0	0	5	0	5	7	0	5	2	4	1	10	2	5	0	2	0	2
ENSG00000235546	0	1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000235547	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000235548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000235550	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235552	109	327	511	107	457	241	15	23	43	14	22	11	22	7	16	13	27	23	25	23
ENSG00000235554	0	3	1	12	0	0	0	2	0	2	0	2	0	0	1	4	0	1	2	4
ENSG00000235555	0	3	0	19	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
ENSG00000235558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235559	0	7	14	18	1	0	8	26	1	1	34	9	1	5	15	28	18	9	19	2
ENSG00000235560	20	4	8	4	17	7	16	42	43	64	51	22	28	26	43	29	23	42	44	58
ENSG00000235563	0	12	12	0	12	11	7	6	24	7	32	11	2	3	9	6	3	2	6	2
ENSG00000235564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235568	2836	2109	930	2272	1743	3526	442	4122	2354	925	916	4502	385	4440	248	1295	2383	2595	139	104
ENSG00000235570	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235574	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
ENSG00000235575	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000235576	35	73	53	0	126	50	41	95	341	64	86	62	56	103	41	59	402	170	39	16
ENSG00000235578	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000235579	0	0	0	0	4	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235581	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235582	0	0	0	0	0	0	1	3	1	0	2	3	0	0	3	0	2	2	1	1
ENSG00000235583	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000235584	0	0	0	0	1	0	3	0	0	0	0	0	0	0	3	2	0	0	0	3
ENSG00000235586	0	17	2	0	5	12	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000235587	0	1	9	0	11	2	12	8	1	4	8	9	8	9	12	4	6	9	6	9
ENSG00000235590	0	3	7	0	0	1	2	3	4	9	6	2	4	4	5	4	1	3	5	2
ENSG00000235592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235594	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235595	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	2	0	0	0	0
ENSG00000235597	1	16	12	43	19	0	0	1	0	1	1	1	4	4	8	3	0	14	1	5
ENSG00000235598	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235601	7	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235602	7	35	4	43	37	32	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000235605	0	4	0	14	0	0	6	2	12	1	20	6	8	5	9	7	4	2	16	5
ENSG00000235606	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000235608	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235609	14	14	1	0	4	14	39	60	30	76	31	40	5	44	19	30	14	39	12	25
ENSG00000235610	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235612	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235613	11	1	0	1	3	0	2	1	11	4	1	3	3	3	0	0	7	4	0	0
ENSG00000235615	0	6	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235618	17	36	20	0	24	40	13	18	25	7	9	26	3	16	6	18	19	21	3	10
ENSG00000235619	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0
ENSG00000235620	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000235621	1	62	26	0	10	13	4	20	17	22	11	11	0	18	7	12	8	8	9	3
ENSG00000235623	0	0	0	0	0	1	0	1	0	0	1	0	1	0	2	0	0	0	0	0
ENSG00000235625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235627	0	0	0	23	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0
ENSG00000235628	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235629	0	0	8	0	0	0	0	1	0	0	0	1	1	3	0	1	0	1	0	0
ENSG00000235631	0	1	0	0	1	0	2	2	1	2	4	2	2	3	1	3	0	3	0	0
ENSG00000235635	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235636	0	0	1	15	1	0	2	2	0	4	0	1	2	6	0	6	0	1	1	5
ENSG00000235637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000235638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235640	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235641	0	3	0	0	2	1	1	3	3	8	4	1	0	2	1	0	2	0	0	0
ENSG00000235642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235643	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000235644	0	2	2	28	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
ENSG00000235645	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235646	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235647	0	0	0	0	3	0	0	1	0	0	1	1	2	0	6	0	0	1	2	4
ENSG00000235649	0	5	1	1	2	19	4	12	0	0	16	0	10	136	4	7	3	2	6	16
ENSG00000235651	0	0	0	0	0	0	1	3	1	1	3	1	3	2	0	0	1	1	0	1
ENSG00000235652	6	0	2	17	0	3	59	144	39	52	51	82	31	57	38	53	24	62	31	96
ENSG00000235653	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235655	6	220	107	0	156	279	112	75	65	108	130	36	62	96	105	62	43	49	87	104
ENSG00000235656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235659	0	0	0	0	0	0	0	2	0	1	1	0	0	2	0	0	1	0	0	2
ENSG00000235660	0	2	0	0	0	0	1	0	0	1	0	3	1	0	0	0	0	0	0	0
ENSG00000235661	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235663	0	1	1	0	0	2	38	22	74	22	57	21	22	23	17	42	74	33	23	28
ENSG00000235665	0	0	0	2	0	0	0	2	0	0	3	1	2	1	1	0	0	0	0	0
ENSG00000235669	0	2	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	2
ENSG00000235670	0	0	0	0	2	0	1	6	9	5	4	4	7	1	6	1	6	12	2	4
ENSG00000235672	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0
ENSG00000235673	11	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235674	0	0	0	0	1	0	11	9	4	19	8	4	6	13	8	7	1	24	6	15
ENSG00000235677	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1
ENSG00000235678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235681	0	0	3	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235683	21	25	22	12	10	3	2	0	5	0	1	0	1	0	0	0	2	1	3	1
ENSG00000235685	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ENSG00000235686	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235687	0	0	0	0	0	1	4	0	1	1	0	0	1	0	1	2	0	0	2	2
ENSG00000235688	9	28	42	0	18	6	9	8	11	11	13	5	10	0	29	8	6	6	14	19
ENSG00000235689	0	1	0	0	1	0	0	0	0	0	3	0	3	0	1	0	0	0	0	5
